Axial Position x, Normalized Nozzle Radius r
1.44,1.449923
1.45,1.453222
1.46,1.456520
1.47,1.459817
1.48,1.463113
1.49,1.466408
1.50,1.469703
1.51,1.472996
1.52,1.476288
1.53,1.479579
1.54,1.482870
1.55,1.486159
1.56,1.489448
1.57,1.492735
1.58,1.496022
1.59,1.499307
1.60,1.502592
1.61,1.505876
1.62,1.509158
1.63,1.512440
1.64,1.515721
1.65,1.519001
1.66,1.522279
1.67,1.525557
1.68,1.528834
1.69,1.532110
1.70,1.535385
1.71,1.538659
1.72,1.541932
1.73,1.545203
1.74,1.548474
1.75,1.551744
1.76,1.555013
1.77,1.558281
1.78,1.561548
1.79,1.564814
1.80,1.568079
1.81,1.571343
1.82,1.574606
1.83,1.577867
1.84,1.581128
1.85,1.584388
1.86,1.587647
1.87,1.590905
1.88,1.594162
1.89,1.597417
1.90,1.600672
1.91,1.603926
1.92,1.607178
1.93,1.610430
1.94,1.613681
1.95,1.616930
1.96,1.620179
1.97,1.623426
1.98,1.626673
1.99,1.629918
2.00,1.633162
2.01,1.636406
2.02,1.639648
2.03,1.642889
2.04,1.646129
2.05,1.649368
2.06,1.652607
2.07,1.655843
2.08,1.659079
2.09,1.662314
2.10,1.665548
2.11,1.668781
2.12,1.672012
2.13,1.675243
2.14,1.678472
2.15,1.681701
2.16,1.684928
2.17,1.688154
2.18,1.691380
2.19,1.694604
2.20,1.697827
2.21,1.701049
2.22,1.704269
2.23,1.707489
2.24,1.710708
2.25,1.713925
2.26,1.717142
2.27,1.720357
2.28,1.723571
2.29,1.726784
2.30,1.729996
2.31,1.733207
2.32,1.736417
2.33,1.739626
2.34,1.742833
2.35,1.746040
2.36,1.749245
2.37,1.752449
2.38,1.755652
2.39,1.758854
2.40,1.762055
2.41,1.765255
2.42,1.768453
2.43,1.771651
2.44,1.774847
2.45,1.778042
2.46,1.781236
2.47,1.784429
2.48,1.787621
2.49,1.790811
2.50,1.794001
2.51,1.797189
2.52,1.800376
2.53,1.803562
2.54,1.806747
2.55,1.809931
2.56,1.813113
2.57,1.816295
2.58,1.819475
2.59,1.822654
2.60,1.825832
2.61,1.829008
2.62,1.832184
2.63,1.835358
2.64,1.838531
2.65,1.841703
2.66,1.844874
2.67,1.848043
2.68,1.851212
2.69,1.854379
2.70,1.857545
2.71,1.860710
2.72,1.863874
2.73,1.867036
2.74,1.870197
2.75,1.873357
2.76,1.876516
2.77,1.879674
2.78,1.882830
2.79,1.885986
